"","Depth","2018_08","2019_05","2021_08","2019_10","2020_02","2021_02"
"304",38.489,-12.6422371251471,3.98520400202174,3.01459642115712,3.33381178199336,3.34235046331943,4.22290530381439
"305",38.6155,-10.323354587104,4.09576182315555,3.00006520522537,3.31868505075695,3.36909933631939,4.26879529196213
"306",38.742,-9.07933881794699,4.23768545685356,3.02645858201883,3.29211670870682,3.4344954745467,4.33374497801978
"307",38.8685,-8.17455638089061,4.24431585357336,3.03859064913268,3.27372476431642,3.53211434695356,4.40049021574099
"308",38.995,-8.14190431973136,4.15061411362069,3.04613860029609,3.26304450681247,3.6423529040336,4.46793866181449
"309",39.1215,-8.12250845677773,3.98744821353213,3.08240329953376,3.26122265171411,3.69411226196154,4.4805610927092
"310",39.248,-10.7133894720969,4.10777886556708,3.01704805502816,3.26807898113202,3.72188015357067,4.470690799428
"311",39.3744,-12.8605421996147,4.15325465201478,3.06710898283813,3.27746216916077,3.71576173695403,4.44136951146801
"312",39.5009,-15.0167955894095,4.20316165974413,3.16867565659725,3.28943564310284,3.69506988646589,4.40365376732486
"313",39.6274,-21.4517505067115,4.31766971849021,3.08121555091759,3.29789283768818,3.65840092884762,4.35404115065612
"314",39.7539,-33.6795858919496,4.26379020969215,3.0249006819673,3.3026218598611,3.61453127959846,4.29906675542941
"315",39.8804,-28.9914238539866,4.00378299678783,2.98786912894979,3.28572246835273,3.55157380112181,4.22411879031561
"316",40.0069,-34.4616409414635,3.8265873296162,2.90073276707608,3.24500307971696,3.47962728678804,4.13976466728986
"317",40.1334,-39.6210043801666,3.84009013345017,2.80600363980417,3.20341584963086,3.40850553054218,4.09822513595376
"318",40.2599,-20.1043240172514,3.92495265591659,2.85028544781204,3.1608357500889,3.33778934519568,4.07773947812543
"319",40.3864,-10.0774486039248,3.9518784125525,3.03582671785027,3.14900282446963,3.32931471249073,4.13524557682424
"320",40.5129,-10.4948357965106,4.19230223574048,3.08613747169271,3.17371541526021,3.35277982390447,4.23277376110934
"321",40.6394,-12.1421934308086,4.40390247481951,2.99860201000383,3.20874337462992,3.37736907497655,4.33186955983471
"322",40.7658,-9.77826630701863,4.45121148862671,3.00903674042282,3.25647287126682,3.40254004530304,4.43172533685319
"323",40.8923,-6.56403313082851,4.37137917066588,3.09375571398434,3.29446906173353,3.47963662620885,4.53040250059796
"324",41.0188,-5.53722561840276,4.29539208751531,3.11767830178183,3.31988478276855,3.5857901570086,4.62837564911932
"325",41.1453,-5.87627726624251,4.32765453753614,3.1090470738145,3.35000087393085,3.72087908049647,4.73634705209487
"326",41.2718,-6.72612561319756,4.60360481831054,3.13771851846683,3.38640729406198,3.87284396517665,4.85014972738038
"327",41.3983,-5.79150010892219,4.85626549474927,3.19684094473118,3.42285214080663,3.9336466742506,4.94446597433842
"328",41.5248,-4.83247451907102,4.67327639615602,3.34162164116554,3.45935045066574,3.93908023473525,5.0269467540277
"329",41.6513,-4.59795136359268,4.53078650427888,3.27346760488517,3.49761261434435,3.92835608243569,5.08351762133558
"330",41.7778,-5.25746118455281,4.54812124605746,3.1250497560443,3.53842673674055,3.90741608592419,5.12370673758943
"331",41.9043,-5.11741803194654,4.53726898079413,3.16691663042648,3.56644589899941,3.95294947387124,5.15250931001724
"332",42.0307,-5.14706600117072,4.54264253742659,3.22718503311915,3.57520235209179,4.04214707653007,5.17380349580441
"333",42.1572,-5.62479291392895,4.64607936005178,3.19714933605343,3.58652734284832,4.20780609747544,5.21050066495807
"334",42.2837,-6.47412783803831,4.86788588822373,3.22363812618064,3.60187697710068,4.42592016914069,5.25776298131275
"335",42.4102,-6.03189152481532,4.88792960905903,3.40072328415797,3.63541803226292,4.54995324697523,5.30653389144635
"336",42.5367,-5.47838845149319,5.16895403371344,3.39956091773135,3.69870964037151,4.60680382650521,5.35638207654131
"337",42.6632,-4.63295625635142,5.36198689975657,3.46555121705017,3.78547279602738,4.63447720042263,5.42669321279583
"338",42.7897,-4.1089444747095,5.56283350853133,3.80698154129193,3.91220779654472,4.6404887095671,5.51219654006273
"339",42.9162,-3.97532800028383,6.29522054100289,3.89778704279757,4.05987070950689,4.77190787393528,5.61620526877817
"340",43.0427,-4.18720726768477,6.87934321902637,3.89056793193866,4.24466230924066,5.00010521481363,5.73449477648261
"341",43.1692,-4.61805275480552,6.59759213446316,3.87849753259981,4.40577507802734,5.16610133105187,5.82481245696212
"342",43.2957,-5.47495386502814,6.20249245123177,3.83726869587513,4.52310334184206,5.2822124195517,5.89269689139089
"343",43.4221,-5.74006141460807,5.81281866104819,3.86004625014345,4.59516523150701,5.28630590290798,5.91395240000724
"344",43.5486,-6.81105701882708,5.56498278237772,3.70019886646751,4.57990733514621,5.1969218398576,5.89632492337899
"345",43.6751,-7.66818484203529,5.47527607032998,3.6401466011072,4.53196597608912,5.01830200357882,5.81784870218205
"346",43.8016,-8.92787920508596,5.42131229073327,3.60647387979424,4.41803366371208,4.76217753708098,5.68652305438781
"347",43.9281,-9.26097219874026,5.0882632608126,3.41084121607553,4.28722808687592,4.49670707495441,5.52360606442657
"348",44.0546,-7.77153420119367,4.32552165358307,3.46915732022418,4.12085184442322,4.22280413556883,5.33218560784848
"349",44.1811,-7.9165193798604,3.8648810524425,3.29605215773189,3.95263848014607,4.04361344001238,5.16477036084388
"350",44.3076,-10.5163565237221,3.67001232412873,2.94789681378991,3.78037879691379,3.95318827772304,5.0198531050475
"351",44.4341,-7.73215965795012,3.55143243368512,3.05711079618202,3.63628162341703,4.01049092826803,4.93811344398239
"352",44.5606,-5.37802301989352,3.98741782428906,3.31976690312126,3.55703910680468,4.21160349333503,4.9178758408148
"353",44.687,-4.78044248256058,4.97882165727037,3.39500670635648,3.53647288250188,4.47284069776283,4.95923462153942
"354",44.8135,-5.29008305071868,6.05228222471049,3.62110191886055,3.65762568279485,4.79538444333379,5.0630403113981
"355",44.94,-5.03649592474497,6.45450825006433,3.85817199509893,3.80628290396871,4.96725314232423,5.19046211419832
"356",45.0665,-4.26218668555606,6.49220930015799,4.18946699235198,4.02462311324027,4.98037491723875,5.34276517884769
"357",45.193,-3.79548380826046,7.103231405748,4.36986332614037,4.24248984899393,5.01705841159676,5.49359033285185
"358",45.3195,-3.70045038877951,8.33251178719574,4.49665142735878,4.45909900624198,5.07952716514708,5.64279810451086
"359",45.446,-3.44161674924212,8.86832808712789,4.79407501605499,4.67964885837446,5.24488714871704,5.71041480239919
"360",45.5725,-3.35205424878597,9.67619224458407,5.01528721806257,4.91118310253512,5.52721638533302,5.68527678297726
"361",45.699,-3.40077313298727,10.9570859226796,5.08774607344921,5.16218967414188,5.81727806477849,5.65900122545731
"362",45.8255,-3.33866801648413,11.5302172671942,5.5470512931031,5.47022234755508,6.11647202584154,5.63138219621812
"363",45.952,-3.09414749694031,10.9974426721323,6.09215229812785,5.78318297853363,6.4864456155658,5.70952838447078
"364",46.0784,-3.21604722393777,11.773308967649,5.88235517175199,6.11106549741399,6.94291265583924,5.91729603864942
"365",46.2049,-3.28042629698924,13.1211583551894,6.1193124655084,6.43570238629223,7.53846073130895,6.11803355211743
"366",46.3314,-3.28667258109986,13.7413041930761,6.70768078185907,6.74891547131278,8.31147030841504,6.30956727308657
"367",46.4579,-3.45110485869752,14.3797390780903,6.61447696377218,7.03761357239756,8.67166204867851,6.39250612962244
"368",46.5844,-3.80228881998912,13.3969138239684,6.31369815402846,7.24201453573828,8.4829505141716,6.3310518146651
"369",46.7109,-3.96776402486249,10.5920568090771,5.95214308221551,7.34943054140726,7.90619787622842,6.22710900811016
"370",46.8374,-4.40800557674639,9.26163210354751,5.15927047468499,7.10443234191013,6.79305697101177,6.06443446364067
"371",46.9639,-4.45655022971616,7.93984426684254,4.38848200800432,6.76903976367347,5.82268721676274,5.86218879828926
"372",47.0904,-4.58744787657395,5.90681544307479,4.20545536479824,6.08592321511314,5.057533798972,5.60306441197849
"373",47.2169,-5.42984167654369,4.94917019161726,3.78363812838752,5.42546100678839,4.49660531146525,5.34568024625496
